,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Spent,Living_With,Children,Family_Size,Is_Parent
840,1,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,50,41,1,1,3,1
841,0,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,38,727,1,2,4,1
842,0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,57,40,1,2,4,1
843,2,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,34,1062,1,0,2,0
844,0,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,54,40,1,1,3,1
845,1,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,54,292,1,2,4,1
846,0,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,36,15,1,0,2,0
847,2,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,34,341,1,1,3,1
848,2,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,48,369,0,1,2,1
849,1,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,50,401,1,1,3,1
850,1,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,57,393,0,1,2,1
851,1,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,37,10,0,2,3,1
852,0,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,45,486,1,1,3,1
853,0,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,44,69,1,1,3,1
854,1,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,40,1727,1,0,2,0
855,0,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,64,995,0,1,2,1
856,0,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,47,45,1,1,3,1
857,2,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,42,182,0,2,3,1
858,1,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,45,989,1,1,3,1
859,0,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,70,1677,1,0,2,0
860,1,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,52,595,0,2,3,1
861,0,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,40,156,1,1,3,1
862,1,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,67,1226,0,0,1,0
863,2,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,45,128,1,1,3,1
864,0,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,51,86,0,1,2,1
865,0,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,48,68,1,1,3,1
866,0,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,48,16,0,2,3,1
867,2,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,42,55,1,2,4,1
868,1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,51,2114,0,0,1,0
869,1,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,53,2018,1,0,2,0
870,1,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,70,263,0,3,4,1
871,0,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,64,55,1,2,4,1
872,0,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,61,564,1,2,4,1
873,1,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,45,1281,0,0,1,0
874,0,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,50,83,1,1,3,1
875,1,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,58,353,0,2,3,1
876,0,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,40,1003,1,0,2,0
877,2,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,32,14,0,1,2,1
878,1,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,80,902,0,0,1,0
879,1,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,51,1139,0,1,2,1
880,0,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,67,797,1,1,3,1
881,0,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,65,1638,0,1,2,1
882,1,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,49,401,1,1,3,1
883,0,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,37,84,0,1,2,1
884,0,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,65,928,1,0,2,0
885,0,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,53,203,0,1,2,1
886,0,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,56,858,1,0,2,0
887,0,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,50,409,1,0,2,0
888,0,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,54,282,1,3,5,1
889,0,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,46,1423,0,0,1,0
890,0,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,62,1449,0,0,1,0
891,0,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,52,28,0,1,2,1
892,0,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,49,67,1,1,3,1
893,1,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,37,199,1,0,2,0
894,1,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,57,1453,0,0,1,0
895,0,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,31,1253,1,0,2,0
896,1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,60,1198,0,1,2,1
897,1,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,51,178,1,1,3,1
898,0,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,29,1990,0,0,1,0
899,0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,69,976,1,0,2,0
900,1,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,63,1001,1,0,2,0
901,1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,41,1919,1,0,2,0
902,2,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,69,350,0,1,2,1
903,1,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,69,1650,0,0,1,0
904,1,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,68,46,1,2,4,1
905,0,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,30,1228,0,0,1,0
906,1,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,54,95,0,1,2,1
907,1,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,75,62,1,2,4,1
908,0,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,37,1761,1,1,3,1
909,1,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,44,467,1,0,2,0
910,0,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,45,1149,1,0,2,0
911,2,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,41,2052,0,0,1,0
912,0,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,30,1127,0,0,1,0
913,1,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,47,1416,1,1,3,1
914,1,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,49,1113,1,0,2,0
915,0,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,34,125,0,1,2,1
916,1,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,72,966,0,1,2,1
917,2,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,34,32,1,1,3,1
918,0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,71,833,0,0,1,0
919,1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,52,46,1,1,3,1
920,0,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,52,960,1,0,2,0
921,1,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,53,1829,1,1,3,1
922,0,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,52,779,0,1,2,1
923,1,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,48,811,0,1,2,1
924,2,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,71,1120,0,2,3,1
925,1,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,61,725,1,1,3,1
926,0,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,40,1187,0,0,1,0
927,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,70,2302,1,0,2,0
928,2,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,37,66,0,0,1,0
929,1,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,36,1250,1,0,2,0
930,2,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,41,683,1,1,3,1
931,0,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,44,305,0,2,3,1
932,0,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,46,50,1,1,3,1
933,2,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,48,995,0,1,2,1
934,1,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,44,41,1,1,3,1
935,1,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,47,77,1,2,4,1
936,1,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,50,171,0,2,3,1
937,1,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,52,131,0,2,3,1
938,1,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,47,54,1,2,4,1
939,1,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,47,53,1,2,4,1
940,0,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,58,475,1,1,3,1
941,0,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,71,694,0,1,2,1
942,0,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,50,96,1,2,4,1
943,1,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,66,361,0,1,2,1
944,0,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,56,1079,0,1,2,1
945,1,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,61,578,0,1,2,1
946,1,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,54,64,1,1,3,1
947,1,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,48,149,1,1,3,1
948,0,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,43,231,1,2,4,1
949,0,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,64,728,1,1,3,1
950,0,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,50,1778,1,0,2,0
951,0,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,50,93,1,1,3,1
952,1,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,49,23,1,1,3,1
953,0,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,43,662,1,1,3,1
954,0,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,35,1198,1,0,2,0
955,1,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,55,81,1,3,5,1
956,2,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,35,92,1,1,3,1
957,2,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,64,491,0,1,2,1
958,1,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,52,1564,1,0,2,0
959,0,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,61,926,1,0,2,0
960,1,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,64,1910,1,0,2,0
961,1,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,58,411,1,3,5,1
962,0,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,71,94,1,2,4,1
963,0,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,69,1085,1,1,3,1
964,2,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,63,23,0,2,3,1
965,0,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,58,6,0,0,1,0
966,1,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,44,54,0,1,2,1
967,0,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,45,1150,0,1,2,1
968,0,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,73,1415,1,0,2,0
969,1,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,49,405,1,1,3,1
970,1,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,45,1908,1,0,2,0
971,0,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,54,2486,1,0,2,0
972,2,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,47,1315,0,0,1,0
973,1,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,67,45,0,2,3,1
974,0,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,69,1789,0,0,1,0
975,2,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,51,19,1,1,3,1
976,1,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,42,573,1,1,3,1
977,0,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,34,805,0,1,2,1
978,0,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,69,108,0,2,3,1
979,0,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,28,23,0,0,1,0
980,0,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,45,1493,1,0,2,0
981,0,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,66,89,1,2,4,1
982,0,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,50,936,1,1,3,1
983,0,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,67,343,0,1,2,1
984,1,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,67,528,0,1,2,1
985,1,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,36,1901,0,0,1,0
986,2,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,42,724,1,2,4,1
987,0,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,36,58,1,1,3,1
988,1,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,69,297,1,1,3,1
989,0,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,69,488,0,1,2,1
990,1,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,70,859,1,1,3,1
991,0,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,71,1574,1,0,2,0
992,0,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,55,69,1,2,4,1
993,1,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,60,17,0,2,3,1
994,0,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,44,2194,1,1,3,1
995,1,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,47,116,1,1,3,1
996,0,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,45,279,0,1,2,1
997,1,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,55,103,1,1,3,1
998,1,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,52,44,1,2,4,1
999,1,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,72,406,1,0,2,0
1000,2,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,58,1363,1,0,2,0
1001,0,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,54,236,1,0,2,0
1002,0,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,50,39,1,1,3,1
1003,0,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,47,137,0,0,1,0
1004,0,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,50,79,1,1,3,1
1005,1,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,49,63,1,1,3,1
1006,1,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,70,1314,1,3,5,1
1007,1,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,57,71,1,1,3,1
1008,0,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,45,58,1,1,3,1
1009,1,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,56,702,1,1,3,1
1010,0,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,45,94,0,1,2,1
1011,2,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,36,80,0,1,2,1
1012,1,32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,65,22,0,1,2,1
1013,2,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,59,1211,1,1,3,1
1014,0,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,52,1461,1,0,2,0
1015,0,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,52,1968,0,0,1,0
1016,0,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,54,1091,1,0,2,0
1017,2,31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,46,55,1,1,3,1
1018,0,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,50,1366,1,0,2,0
1019,0,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,43,313,0,0,1,0
1020,1,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,65,62,1,2,4,1
1021,1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,51,92,0,2,3,1
1022,1,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,52,72,1,1,3,1
1023,0,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,70,655,1,1,3,1
1024,0,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,64,704,1,1,3,1
1025,0,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,69,54,1,2,4,1
1026,0,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,32,178,0,0,1,0
1027,0,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,61,1033,1,0,2,0
1028,0,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,37,36,1,1,3,1
1029,1,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,58,122,0,1,2,1
1030,1,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,57,122,1,1,3,1
1031,1,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,63,1123,1,1,3,1
1032,0,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,39,497,1,1,3,1
1033,0,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,57,691,1,1,3,1
1034,2,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,58,1363,1,0,2,0
1035,1,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,57,12,1,2,4,1
1036,1,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,74,2440,1,0,2,0
1037,2,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,53,56,0,2,3,1
1038,1,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,40,37,1,1,3,1
1039,0,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,38,968,0,0,1,0
1040,0,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,49,270,1,1,3,1
1041,1,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,72,278,1,0,2,0
1042,0,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,71,1250,0,0,1,0
1043,0,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,36,938,1,0,2,0
1044,1,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,74,1178,1,2,4,1
1045,0,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,65,1155,1,2,4,1
1046,1,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,36,653,0,0,1,0
1047,1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,50,49,0,2,3,1
1048,1,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,59,506,1,1,3,1
1049,0,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,62,38,1,2,4,1
1050,0,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,31,1650,0,0,1,0
1051,2,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,58,1826,0,1,2,1
1052,0,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,67,18,0,0,1,0
1053,0,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,45,906,1,0,2,0
1054,1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,52,46,1,1,3,1
1055,0,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,57,1477,1,1,3,1
1056,0,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,68,766,1,1,3,1
1057,0,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,70,47,1,1,3,1
1058,0,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,65,467,1,0,2,0
1059,0,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,62,2116,1,0,2,0
1060,1,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,42,1298,1,0,2,0
1061,2,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,47,22,1,2,4,1
1062,1,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,55,396,0,1,2,1
1063,1,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,45,20,1,1,3,1
1064,0,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,58,967,0,0,1,0
1065,0,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,52,357,1,1,3,1
1066,0,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,67,1401,1,0,2,0
1067,0,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,41,15,1,1,3,1
1068,1,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,53,2087,0,0,1,0
1069,0,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,46,981,1,1,3,1
1070,0,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,53,17,0,2,3,1
1071,1,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,65,523,1,0,2,0
1072,0,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,40,23,1,1,3,1
1073,1,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,65,1192,0,0,1,0
1074,1,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,50,1958,1,0,2,0
1075,1,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,49,133,0,1,2,1
1076,0,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,64,777,1,0,2,0
1077,1,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,51,73,0,2,3,1
1078,1,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,58,121,1,2,4,1
1079,0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,44,424,0,1,2,1
1080,0,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,65,868,0,1,2,1
1081,2,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,37,756,0,0,1,0
1082,1,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,41,12,1,1,3,1
1083,0,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,44,937,1,1,3,1
1084,0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,48,1862,0,0,1,0
1085,2,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,44,367,1,1,3,1
1086,0,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,37,443,1,1,3,1
1087,0,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,53,267,1,1,3,1
1088,0,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,51,61,1,1,3,1
1089,1,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,63,1323,0,0,1,0
1090,1,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,71,63,1,1,3,1
1091,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,53,64,1,0,2,0
1092,2,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,49,562,1,1,3,1
1093,0,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,58,312,1,2,4,1
1094,0,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,69,1156,0,0,1,0
1095,2,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,40,1104,0,0,1,0
1096,1,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,50,16,0,2,3,1
1097,1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,63,2008,0,0,1,0
1098,1,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,39,44,0,1,2,1
1099,0,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,52,1574,1,1,3,1
1100,1,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,40,63,1,1,3,1
1101,1,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,40,426,1,0,2,0
1102,2,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,57,96,1,0,2,0
1103,2,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,45,635,1,1,3,1
1104,0,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,55,757,0,1,2,1
1105,1,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,44,125,1,1,3,1
1106,1,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,50,332,0,2,3,1
1107,0,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,44,135,0,1,2,1
1108,0,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,69,330,1,1,3,1
1109,0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,61,384,0,2,3,1
1110,0,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,57,1722,0,2,3,1
1111,0,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,46,78,1,3,5,1
1112,2,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,38,24,0,0,1,0
1113,2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,71,1168,0,0,1,0
1114,1,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,72,957,1,1,3,1
1115,0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,56,15,0,2,3,1
1116,0,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,45,57,1,1,3,1
1117,0,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,47,1956,1,1,3,1
